# Odometry data
# timestamp x y z qx qy qz qw
1718989100.5016377 0.004841700813347739 0.011834338392366233 -0.016139134988155744 0.00018046580508691878 2.7539666596415445e-05 -0.00037799507091515195 0.9999999118966892
1718989100.6023827 0.01445740792183943 0.0009260925266107774 0.0004981286245162109 0.0003583479917150688 -0.00011795403927304441 -0.00038577438177519736 0.9999998544258335
1718989100.7027535 0.028960717855806853 -0.01431742504702385 0.015780308597744364 0.0004720759089327422 -5.438125798821706e-05 -0.0003143659257090566 0.9999998376805252
1718989100.783046 0.03576493841068746 -0.014191958265102389 0.01024342192218439 0.00020744580921294722 0.0001509773409135865 -0.00036791529335742154 0.9999998994052005
1718989100.903604 0.0421214530165941 -0.007341858457779067 -0.008862230689120967 0.0002364085211740899 8.900632738344054e-05 -0.0004476726703201564 0.9999998678890208
1718989100.9840171 0.04360398161829346 -0.002526241995297998 -0.014003836032551122 0.00013949249795225274 -0.00013664006702786882 -0.0004764403063795935 0.9999998674379726
1718989101.1247866 0.039308456496339454 -0.0002952254059554872 -0.019921690290407225 2.935605384478175e-05 -0.00014291645180887155 -0.0007869798674943768 0.9999996796878439
1718989101.1851025 0.030814512403571654 0.0016805735387760644 -0.019254176822910855 0.0003071210724231587 -2.0659458417669665e-05 -0.0006954136589472215 0.9999997108247933
1718989101.2856445 0.030446801457212513 0.00230309525145662 -0.008230720314457981 0.00024479150702430157 -0.0001156865532161456 -0.000492078959860406 0.9999998422760024
1718989101.3861914 0.027583284518728487 0.0017408246317211194 -0.005737533459606077 0.00022653202504358284 -1.177112262688022e-05 -0.0004575297825261786 0.9999998696055783
1718989101.5069578 0.03203124828503629 0.00023921369859097874 -0.0026144488973619704 0.00039444389014277716 -8.459628571844361e-06 -0.0003725768488634079 0.9999998527644579
1718989101.587292 0.029544131042275854 -0.004172752238237031 0.0024254204644265894 0.0002892440901234303 -0.00011425398259874805 -0.0003169093336497077 0.9999999014261712
